,CUSTOMER,cluster
1518,XAA00000225R,1
1519,XBA00000435R,2
1520,XBA00000467R,2
1521,YAA00000398R,2
1522,YAA00000410R,1
1523,YAA00000418R,2
1524,YAA00000463R,1
1525,YAA00000466R,2
1526,YAA00000486R,1
1527,YAA00000514R,2
1528,YAA00000529R,1
1529,YAA00000536R,2
1530,YAA00000545R,1
1531,YAA00000560R,1
1532,YBA00000002R,2
1533,YGA00000011R,2
1534,YJA00000003R,2
1535,ZBA00000069R,2
1536,ZBA00000070R,0
1537,ZBA00000476R,2
1538,ZBA00000522R,2
1539,ZBA00000537R,2
1540,ZBB00000001R,2
1541,ZDA00000027R,2
1542,ZDA00000028R,2
1543,ZDA00000029R,1
1544,ZEA00000013R,0
1545,ZEA00000018R,2
1546,ZEA00000101R,2
1547,ZEA00000132R,2
1548,ZEA00000149R,0
1549,ZGA00000005R,2
1550,ZJA00000009R,1
