CUSTOMER,ITEM,QTY
RAA00000340R,1061172,6
RAA00000340R,1061173,6
RAA00000340R,1068191,7
RAA00000340R,2080167,6
RAA00000340R,2082101,6
SBA00000084R,2047443,2
SBA00000084R,6025470,2
SBA00000184R,1212037,1
SBA00000184R,1212038,1
SBA00000184R,2067169,2
SCA00000119R,1200568,2
SCA00000119R,1200585,2
SCA00000119R,2031065,2
SEA00000100R,6025470,3
SHA00000039R,1051487,21
SHA00000039R,1085900,2
SHA00000039R,2028204,21
SHA00000039R,6025470,1
SHA00000288R,1067915,1
SHA00000288R,1213761,2
SHA00000288R,1213762,2
SHA00000288R,2073711,1
SHA00000288R,2074406,1
SHA00000288R,2099265,2
SHA00000397R,1024102,8
SHA00000397R,2016178,8
SHA00000397R,2027728,1
SHA00000397R,2028370,7
SHA00000397R,2047841,2
SIA00000051R,1056983,1
SIA00000051R,1073108,5
SIA00000051R,1073110,2
SIA00000051R,1073114,4
SIA00000051R,1073116,6
SIA00000051R,1082571,9
SIA00000051R,1200627,1
SIA00000051R,1210834,1
SIA00000051R,1212049,4
SIA00000051R,1212050,4
SIA00000051R,1212051,1
SIA00000051R,1212052,1
SIA00000051R,1212053,6
SIA00000051R,1212056,24
SIA00000051R,1212057,24
SIA00000051R,1212060,7
SIA00000051R,1212061,7
SIA00000051R,1212071,6
SIA00000051R,2027735,40
SIA00000051R,2031065,22
SIA00000051R,2067169,42
SIA00000051R,6025448,2
SIA00000051R,6025473,3
SICKAB00002R,7083086,1
SJA00000002R,6035423,2
SJA00000169R,1068191,1
SJA00000169R,1085671,1
SJA00000169R,1085672,1
SJA00000169R,7083088,1
SJA00000226R,1212026,2
SJA00000226R,1212027,2
SJA00000226R,2099265,2
SJA00000226R,6025470,4
SJA00000226R,6035143,2
SKA00000083R,1083242,1
SKA00000083R,1083244,1
SKA00000083R,1085674,1
SKA00000083R,1099012,1
SKA00000083R,1212049,2
SKA00000083R,1212050,2
SKA00000083R,2067169,2
SKA00000083R,2099265,1
SKA00000117R,1061176,2
SKA00000117R,1061177,2
SKA00000117R,1061178,3
SKA00000117R,1061179,3
SKA00000117R,1068191,17
SKA00000117R,1070646,2
SKA00000117R,1070647,2
SKA00000117R,2066603,8
SKA00000117R,6026691,5
SLA00000180R,7083088,1
SLA00000196R,1085900,1
SLA00000210R,6025472,2
SLA00000256R,1068191,6
SLA00000262R,1068191,1
SMA00000076R,1019182,1
SMA00000076R,1019183,1
SMA00000076R,1026842,1
SMA00000076R,1044255,1
SMA00000076R,1044338,1
SMA00000076R,1044680,5
SMA00000076R,1207807,8
SMA00000076R,1207865,6
SMA00000076R,2047011,6
SMA00000092R,1070121,8
SMA00000092R,1212056,2
SMA00000092R,1212057,2
SMA00000092R,2067169,2
SMA00000092R,6045206,5
SNA00000076R,1056983,4
SNA00000076R,1216310,4
SNA00000076R,1216311,4
SNA00000076R,1216346,4
SNA00000076R,1216347,4
SNA00000076R,2033362,4
SNA00000076R,2067169,16
SNA00000076R,6035129,2
SNA00000076R,7083088,1
SNA00000108R,1044680,2
SNA00000108R,1047717,2
SNA00000108R,1059554,2
SNA00000108R,2033362,2
SNA00000132R,1061176,1
SNA00000132R,1061177,1
SNA00000132R,1061178,1
SNA00000132R,1061179,1
SQA00000015R,1212049,4
SQA00000015R,1212050,4
SQA00000015R,2067169,8
SQA00000039R,2034879,1
SQA00000046R,1075837,2
SQA00000107R,7083088,1
SQA00000316R,1068191,6
SQA00000316R,1207799,8
SQA00000316R,1207805,4
SQA00000360R,2020204,4
SQA00000541R,1085899,1
SQA00000577R,1060058,6
SQA00000577R,1085669,1
SQA00000577R,1085670,1
SQA00000593R,1068191,2
SQA00000593R,1212051,1
SQA00000593R,1212052,1
SUA00000161R,1046207,1
TCA00000004R,1019218,1
TCA00000004R,1019219,1
TDA00000053R,1216334,1
TDA00000053R,1216387,1
TDA00000053R,2067169,1
TJA00000001R,6025472,2
TKA00000017R,1068191,2
TKA00000017R,1213767,2
TKA00000017R,1213768,2
TKA00000017R,2067169,2
UCA00000078R,1060065,60
VBA00000079R,1027376,1
VBA00000079R,2033362,1
WBA00000221R,1073776,1
WBA00000221R,1087182,2
WBA00000235R,6035596,1
WBA00000251R,1044628,3
WBA00000251R,1058196,3
WBA00000251R,1086266,3
WBA00000251R,2033412,3
WBA00000251R,2034880,3
WBA00000251R,6031350,1
WBA00000251R,6035130,1
XAA00000225R,1212056,1
XAA00000225R,1212057,1
YAA00000410R,2016178,2
YAA00000410R,2016179,2
YAA00000463R,6035129,1
YAA00000486R,1213739,1
YAA00000486R,1213755,1
YAA00000486R,1213757,10
YAA00000486R,1213758,10
YAA00000486R,2067169,11
YAA00000529R,1212060,1
YAA00000529R,6025632,1
YAA00000545R,1213767,32
YAA00000545R,1213768,32
YAA00000545R,2067169,32
YAA00000545R,5307084,15
YAA00000545R,6023140,14
YAA00000560R,1024101,5
YAA00000560R,2016178,2
YAA00000560R,2024352,3
YAA00000560R,2028369,4
YAA00000560R,6035129,1
ZDA00000029R,1086263,2
ZJA00000009R,2067169,1
